split,pair_id,candidate_class,pred_class,correct,active_units_count,top_units,top_values
train,v5bpair_00565,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,350,618,819,4,1012,630,591,731,782,367,787","0.296617,0.264872,0.256368,0.239870,0.214981,0.210288,0.206964,0.202765,0.198275,0.197958,0.194951,0.192296"
train,v5bpair_00566,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"23,332,711,426,600,545,998,158,485,758,472,220","0.265942,0.253971,0.229404,0.227361,0.223749,0.215444,0.208043,0.197966,0.195477,0.189011,0.188500,0.182442"
train,v5bpair_00567,ozono_anomalo,ozono_anomalo,True,122,"1,432,1019,270,402,415,541,252,692,711,974,566","0.254970,0.241607,0.225071,0.213669,0.209747,0.208114,0.204328,0.200718,0.200714,0.198079,0.193153,0.191423"
train,v5bpair_00568,ozono_anomalo,ozono_anomalo,True,122,"974,541,415,830,836,293,624,432,606,804,870,182","0.269280,0.258767,0.237083,0.229953,0.210412,0.205961,0.201851,0.198578,0.189064,0.182113,0.179119,0.175470"
train,v5bpair_00569,ozono_anomalo,ozono_anomalo,True,122,"1,660,669,321,1019,377,974,182,546,833,692,98","0.360947,0.353762,0.335799,0.266678,0.253899,0.248638,0.236200,0.234444,0.234363,0.228897,0.224716,0.222971"
train,v5bpair_00571,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"127,220,819,133,158,571,23,961,377,251,579,926","0.217605,0.208066,0.194179,0.186819,0.165725,0.163604,0.161791,0.157507,0.155302,0.152482,0.146710,0.145013"
train,v5bpair_00572,vegetacion_densa,vegetacion_densa,True,122,"612,674,127,961,524,204,275,981,488,566,374,229","0.279640,0.271881,0.269160,0.255038,0.250668,0.249330,0.231156,0.230494,0.229668,0.228987,0.227387,0.223029"
train,v5bpair_00573,suelo_urbano,suelo_urbano,True,122,"711,532,61,4,727,552,568,251,5,411,223,397","0.299441,0.285977,0.259214,0.229573,0.229508,0.227416,0.222695,0.220791,0.209952,0.209842,0.202880,0.191939"
train,v5bpair_00574,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"600,544,359,699,998,429,868,618,158,345,220,367","0.214131,0.197313,0.196791,0.187996,0.182797,0.180830,0.174910,0.171867,0.171451,0.170063,0.166473,0.165948"
train,v5bpair_00577,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,1,709,758,998,569,841,554,780,23,510,419","0.297338,0.278646,0.260434,0.255703,0.243258,0.233714,0.225684,0.220196,0.218419,0.217733,0.209430,0.207211"
train,v5bpair_00578,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,836,220,262,745,151,429,321,181,758,896,815","0.192674,0.181108,0.175310,0.167254,0.166050,0.154225,0.151273,0.149389,0.146676,0.142814,0.141554,0.136391"
train,v5bpair_00581,ozono_anomalo,ozono_anomalo,True,122,"836,46,170,960,151,76,843,432,440,467,218,857","0.230954,0.229662,0.218334,0.206885,0.199352,0.189693,0.189261,0.185969,0.176411,0.175292,0.174003,0.167455"
train,v5bpair_00584,vegetacion_densa,vegetacion_densa,True,122,"524,275,612,269,961,204,346,335,210,532,270,674","0.377152,0.367293,0.365013,0.359167,0.354626,0.318040,0.310225,0.292197,0.287150,0.282670,0.280949,0.276314"
train,v5bpair_00585,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"692,711,1,726,856,998,220,675,213,617,417,269","0.274280,0.265282,0.232411,0.202963,0.199155,0.196228,0.193757,0.189244,0.187173,0.184700,0.180773,0.179143"
train,v5bpair_00586,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"269,1019,432,711,692,270,61,605,99,167,841,422","0.341001,0.266994,0.247683,0.241572,0.239889,0.231134,0.230041,0.226102,0.208375,0.201961,0.198065,0.198022"
train,v5bpair_00588,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"4,745,127,600,915,488,112,187,945,220,566,392","0.311823,0.281095,0.258770,0.200308,0.198674,0.191775,0.189461,0.179110,0.177655,0.172261,0.171554,0.171126"
train,v5bpair_00589,vegetacion_densa,vegetacion_densa,True,122,"291,269,277,961,996,204,583,148,981,275,53,524","0.384915,0.375573,0.351600,0.350701,0.333518,0.332506,0.323081,0.298993,0.294014,0.293296,0.287244,0.265309"
train,v5bpair_00591,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"692,711,791,386,61,431,989,617,224,600,269,618","0.280964,0.277171,0.259086,0.246558,0.235394,0.231794,0.209035,0.202075,0.199148,0.194797,0.193207,0.192607"
train,v5bpair_00592,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"1006,926,53,703,980,745,961,763,603,220,106,673","0.296962,0.262112,0.249678,0.246997,0.240945,0.240550,0.211954,0.205355,0.204618,0.199930,0.197174,0.196685"
train,v5bpair_00594,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"23,711,786,692,998,600,332,485,709,426,1,515","0.253604,0.234435,0.218019,0.208538,0.205425,0.204577,0.200392,0.192719,0.191625,0.189278,0.176667,0.169192"
train,v5bpair_00595,vegetacion_densa,vegetacion_densa,True,122,"346,269,14,961,134,275,270,692,860,747,393,952","0.278996,0.261467,0.222784,0.218552,0.209568,0.206837,0.202505,0.200908,0.199147,0.193866,0.189125,0.185423"
train,v5bpair_00596,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"618,417,651,819,113,350,787,442,481,950,294,262","0.251439,0.223172,0.221995,0.217679,0.208432,0.205998,0.200163,0.194752,0.194058,0.187814,0.180857,0.176136"
train,v5bpair_00598,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"745,220,708,600,158,883,367,108,127,754,323,202","0.246603,0.243222,0.210890,0.200884,0.199057,0.184578,0.178388,0.152895,0.150572,0.150057,0.149469,0.148579"
train,v5bpair_00599,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"904,488,392,112,568,837,127,259,674,374,495,571","0.243363,0.238966,0.233524,0.230404,0.220376,0.216597,0.211934,0.210061,0.209340,0.209051,0.206542,0.199553"
train,v5bpair_00600,ozono_anomalo,ozono_anomalo,True,122,"1,270,422,323,566,201,660,669,606,841,692,182","0.293862,0.259907,0.255018,0.247799,0.239086,0.226190,0.215069,0.210240,0.205156,0.196496,0.194866,0.188295"
train,v5bpair_00601,ozono_anomalo,ozono_anomalo,True,122,"974,773,870,541,1,270,432,692,182,444,669,691","0.307539,0.300685,0.283808,0.279607,0.279009,0.259332,0.254510,0.242817,0.223239,0.220593,0.217201,0.210580"
train,v5bpair_00605,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,1019,269,692,167,791,510,721,386,905,476,472","0.293033,0.283298,0.246376,0.211575,0.209360,0.198586,0.195419,0.187362,0.184415,0.180568,0.179329,0.179088"
train,v5bpair_00606,vegetacion_densa,vegetacion_densa,True,122,"650,463,612,532,210,524,275,127,981,290,204,961","0.246754,0.225973,0.190664,0.188172,0.184624,0.184372,0.183948,0.181630,0.180952,0.179508,0.175669,0.171263"
train,v5bpair_00607,ozono_anomalo,ozono_anomalo,True,122,"251,669,270,660,323,606,1,531,960,432,218,541","0.257318,0.248829,0.234476,0.233198,0.229440,0.226763,0.219579,0.215189,0.207207,0.205182,0.204820,0.198280"
train,v5bpair_00608,vegetacion_densa,vegetacion_densa,True,122,"961,180,568,899,269,229,654,148,976,877,603,524","0.302297,0.287839,0.286418,0.234948,0.233677,0.232160,0.231715,0.231679,0.230637,0.225832,0.225183,0.225050"
train,v5bpair_00609,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,904,837,709,476,998,432,259,945,132,786,485","0.269059,0.240617,0.222768,0.205555,0.203170,0.191805,0.185145,0.183851,0.180608,0.175145,0.174684,0.169738"
train,v5bpair_00610,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,269,566,809,485,758,33,220,605,635,830,819","0.285752,0.279447,0.269399,0.265641,0.264295,0.264045,0.223935,0.223219,0.219503,0.206017,0.204942,0.196140"
train,v5bpair_00612,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,809,1019,566,422,757,635,605,603,432,692,269","0.267931,0.222079,0.204804,0.204547,0.186684,0.185168,0.179923,0.172021,0.168070,0.166843,0.165854,0.163788"
train,v5bpair_00615,suelo_urbano,suelo_urbano,True,122,"442,251,582,899,652,379,317,411,5,606,942,391","0.237823,0.231688,0.230051,0.221915,0.217441,0.198599,0.193431,0.189970,0.185525,0.180007,0.175848,0.174000"
train,v5bpair_00616,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,791,49,61,692,75,496,618,704,770,332,904","0.294040,0.271834,0.264904,0.262538,0.250391,0.235598,0.228378,0.222573,0.219059,0.213425,0.213206,0.205694"
train,v5bpair_00617,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"998,248,711,904,332,75,49,485,554,841,91,709","0.307217,0.304972,0.297486,0.294157,0.270192,0.257612,0.256389,0.253736,0.246511,0.235550,0.235424,0.232154"
train,v5bpair_00618,contaminacion_alta_SO2,ozono_anomalo,False,122,"1,704,692,711,541,432,974,422,1019,280,285,191","0.299166,0.255456,0.246742,0.244607,0.244418,0.230491,0.213293,0.192415,0.191761,0.185931,0.181998,0.181083"
train,v5bpair_00620,vegetacion_densa,vegetacion_densa,True,122,"275,374,822,524,612,961,981,819,88,674,290,346","0.284790,0.266220,0.245019,0.229853,0.225689,0.220549,0.214855,0.211863,0.207987,0.205943,0.204727,0.197190"
train,v5bpair_00621,vegetacion_densa,vegetacion_densa,True,122,"269,674,275,961,612,88,981,524,996,576,219,605","0.445867,0.440079,0.421842,0.406296,0.384174,0.370588,0.358739,0.341126,0.327005,0.319868,0.317233,0.315374"
train,v5bpair_00622,suelo_urbano,suelo_urbano,True,122,"568,26,899,3,288,379,652,4,928,5,140,956","0.795274,0.620815,0.618844,0.616872,0.605910,0.551438,0.534374,0.533537,0.503932,0.500828,0.497323,0.494252"
train,v5bpair_00623,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"429,442,959,133,158,377,541,620,106,836,708,350","0.193167,0.185510,0.183138,0.173256,0.158759,0.153707,0.153626,0.152492,0.152118,0.149638,0.143028,0.138295"
train,v5bpair_00625,ozono_anomalo,ozono_anomalo,True,122,"1,566,669,660,251,390,692,879,606,711,287,182","0.255033,0.243742,0.241068,0.227058,0.221515,0.219572,0.217721,0.216454,0.215171,0.213187,0.212836,0.203051"
train,v5bpair_00626,suelo_urbano,suelo_urbano,True,122,"3,652,379,928,568,26,5,53,288,442,350,552","0.667887,0.562324,0.558951,0.550264,0.542693,0.541719,0.485579,0.444418,0.432334,0.431021,0.424331,0.412189"
train,v5bpair_00628,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,618,819,262,350,630,544,815,787,190,265,409","0.207624,0.206372,0.205608,0.199978,0.199199,0.190052,0.187318,0.183957,0.182598,0.170132,0.168718,0.166931"
train,v5bpair_00629,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,791,692,758,566,49,952,1018,422,167,617,476","0.241618,0.213341,0.206535,0.184544,0.183418,0.180862,0.180360,0.171138,0.169071,0.166019,0.161765,0.158719"
train,v5bpair_00630,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,904,709,711,770,259,721,485,837,786,75,998","0.289195,0.280493,0.269315,0.264094,0.243634,0.233811,0.222050,0.214997,0.212947,0.204755,0.200380,0.199115"
train,v5bpair_00631,suelo_urbano,suelo_urbano,True,122,"4,3,568,53,379,928,26,745,350,288,913,652","0.504412,0.491122,0.477014,0.476384,0.444729,0.427823,0.402868,0.390803,0.388333,0.367929,0.359040,0.355254"
train,v5bpair_00634,ozono_anomalo,ozono_anomalo,True,122,"692,747,1,46,531,960,251,432,455,974,201,346","0.271004,0.256105,0.253902,0.252845,0.251479,0.248067,0.245717,0.234854,0.227399,0.218470,0.215566,0.211958"
train,v5bpair_00635,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"600,49,711,758,998,841,332,945,457,704,422,843","0.388826,0.386597,0.337657,0.322217,0.307345,0.292963,0.292365,0.284855,0.267469,0.265467,0.260357,0.253214"
train,v5bpair_00636,ozono_anomalo,ozono_anomalo,True,122,"1,606,978,692,974,182,239,251,660,444,711,541","0.334936,0.313029,0.288701,0.278979,0.274775,0.267173,0.263657,0.259822,0.258210,0.246817,0.242438,0.237346"
train,v5bpair_00637,ozono_anomalo,ozono_anomalo,True,122,"1,251,323,432,270,865,708,201,711,606,106,946","0.270942,0.255463,0.205900,0.205311,0.196104,0.190116,0.183707,0.183350,0.180268,0.176174,0.175498,0.174207"
train,v5bpair_00639,vegetacion_densa,vegetacion_densa,True,122,"346,583,837,524,269,605,534,355,681,830,612,143","0.257522,0.242949,0.215259,0.211850,0.208843,0.205164,0.204730,0.197627,0.197233,0.192368,0.189535,0.187819"
train,v5bpair_00640,vegetacion_densa,vegetacion_densa,True,122,"568,674,229,162,269,654,148,77,583,146,913,961","0.253032,0.206552,0.206111,0.204858,0.204769,0.172996,0.170553,0.168478,0.167602,0.163279,0.162815,0.159362"
train,v5bpair_00641,suelo_urbano,suelo_urbano,True,122,"140,442,568,913,3,652,53,379,4,956,228,928","0.391902,0.377863,0.369008,0.368487,0.352515,0.348984,0.340817,0.329014,0.316769,0.302732,0.298704,0.293731"
train,v5bpair_00643,vegetacion_densa,vegetacion_densa,True,122,"269,961,981,275,650,279,837,605,88,612,219,674","0.313301,0.309923,0.288051,0.273473,0.237611,0.237203,0.235448,0.234351,0.223024,0.220861,0.218914,0.215516"
train,v5bpair_00645,suelo_urbano,suelo_urbano,True,122,"711,692,568,552,379,3,582,747,899,956,390,583","0.345819,0.344176,0.315309,0.280206,0.277946,0.262289,0.253486,0.249015,0.243562,0.230117,0.226696,0.221450"
train,v5bpair_00647,suelo_urbano,suelo_urbano,True,122,"379,442,913,3,652,140,568,228,899,53,26,375","0.264115,0.262547,0.250456,0.243819,0.242343,0.236327,0.231924,0.229854,0.224529,0.216377,0.213495,0.209657"
train,v5bpair_00649,ozono_anomalo,ozono_anomalo,True,122,"583,269,830,1000,270,204,50,29,415,377,978,402","0.300500,0.292714,0.286030,0.276782,0.272158,0.260180,0.231471,0.214961,0.208541,0.206220,0.195505,0.195102"
train,v5bpair_00651,ozono_anomalo,ozono_anomalo,True,122,"669,323,182,350,745,377,660,317,541,5,408,836","0.335295,0.322953,0.313611,0.307662,0.302234,0.296427,0.289807,0.288204,0.279889,0.274676,0.259276,0.250811"
train,v5bpair_00652,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"201,367,66,974,903,541,773,422,106,1,538,708","0.225638,0.218199,0.215675,0.213626,0.209894,0.195074,0.192007,0.175319,0.172694,0.172114,0.171191,0.154256"
train,v5bpair_00653,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"591,630,262,819,618,815,429,417,158,350,834,367","0.264957,0.261827,0.214526,0.211274,0.209367,0.201803,0.191755,0.182783,0.179974,0.177889,0.176201,0.173189"
train,v5bpair_00655,suelo_urbano,suelo_urbano,True,122,"265,713,317,350,5,196,411,1012,988,815,8,652","0.299568,0.277254,0.235617,0.234442,0.226269,0.216254,0.212809,0.204102,0.203637,0.202515,0.199136,0.198454"
train,v5bpair_00657,vegetacion_densa,vegetacion_densa,True,122,"269,961,201,204,229,692,524,148,612,589,583,654","0.214440,0.210181,0.202806,0.200660,0.197545,0.195488,0.187383,0.186994,0.177931,0.176784,0.174908,0.172628"
train,v5bpair_00658,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,367,836,220,630,591,265,429,213,76,190,350","0.169046,0.167004,0.166609,0.164766,0.150503,0.149465,0.146734,0.144606,0.141332,0.141221,0.140264,0.139053"
train,v5bpair_00659,vegetacion_densa,vegetacion_densa,True,122,"127,612,674,568,961,374,463,275,441,898,335,162","0.336387,0.328341,0.295997,0.290215,0.281971,0.276301,0.265323,0.260384,0.248358,0.235259,0.233654,0.232310"
train,v5bpair_00660,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,745,262,156,220,836,350,630,442,703,541,548","0.276498,0.258467,0.247532,0.245075,0.233334,0.214012,0.213611,0.204058,0.201077,0.197290,0.186202,0.185616"
train,v5bpair_00663,ozono_anomalo,ozono_anomalo,True,122,"1,660,98,182,606,692,669,444,251,541,974,411","0.327454,0.326503,0.315037,0.314732,0.298622,0.278009,0.273439,0.261784,0.246242,0.239883,0.238537,0.234900"
train,v5bpair_00664,ozono_anomalo,ozono_anomalo,True,122,"1,692,606,1019,29,531,422,711,566,8,841,726","0.455454,0.438285,0.274774,0.269295,0.260290,0.243786,0.238811,0.237945,0.231780,0.229269,0.225852,0.219474"
train,v5bpair_00667,ozono_anomalo,ozono_anomalo,True,122,"29,691,974,546,541,669,612,660,773,463,896,210","0.270318,0.248083,0.244791,0.243168,0.230054,0.228812,0.224502,0.221786,0.207090,0.201079,0.197985,0.197454"
train,v5bpair_00668,ozono_anomalo,ozono_anomalo,True,122,"1,660,606,265,541,978,251,182,317,23,424,323","0.274642,0.237020,0.230745,0.214072,0.212464,0.202763,0.201673,0.183270,0.180388,0.180228,0.178287,0.177046"
train,v5bpair_00669,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"600,618,998,350,265,544,417,950,713,705,1012,180","0.208157,0.191013,0.178948,0.170448,0.169843,0.160451,0.159966,0.146804,0.142092,0.141457,0.138374,0.138090"
train,v5bpair_00670,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"220,429,367,868,591,630,815,600,758,544,359,618","0.263279,0.223072,0.214627,0.213736,0.208632,0.205457,0.197693,0.197153,0.179652,0.179190,0.174547,0.172682"
train,v5bpair_00673,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"158,819,998,220,485,275,706,877,180,417,959,926","0.201613,0.181126,0.166984,0.165833,0.156940,0.153536,0.152790,0.147380,0.144820,0.143124,0.139639,0.138878"
train,v5bpair_00674,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"118,1006,576,1012,883,158,929,618,335,834,620,959","0.299140,0.268241,0.262697,0.249911,0.234330,0.229331,0.223800,0.217126,0.214492,0.213421,0.210336,0.205024"
train,v5bpair_00675,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"277,324,238,291,654,648,1017,837,63,262,14,269","0.289397,0.287958,0.275779,0.272752,0.267061,0.246750,0.231988,0.227591,0.218831,0.204986,0.201804,0.201381"
train,v5bpair_00680,ozono_anomalo,ozono_anomalo,True,122,"541,251,182,606,974,455,1,669,98,960,946,317","0.403560,0.345016,0.336087,0.336045,0.327924,0.315686,0.310902,0.308886,0.302520,0.288837,0.282961,0.274933"
train,v5bpair_00683,vegetacion_densa,vegetacion_densa,True,122,"612,269,583,204,148,961,229,162,275,88,291,605","0.318547,0.313137,0.308435,0.301765,0.285452,0.279167,0.272965,0.271505,0.258859,0.256613,0.253833,0.249640"
train,v5bpair_00685,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"42,903,422,603,998,757,915,974,699,600,909,66","0.270250,0.253302,0.247990,0.239277,0.239221,0.238393,0.212749,0.208332,0.207239,0.203107,0.202627,0.184867"
train,v5bpair_00686,vegetacion_densa,vegetacion_densa,True,122,"612,14,346,275,463,961,524,162,674,654,251,127","0.269227,0.242721,0.229705,0.226946,0.224245,0.221619,0.207708,0.202712,0.196781,0.195404,0.190157,0.188723"
train,v5bpair_00687,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"758,772,530,485,780,513,220,414,23,321,191,998","0.238970,0.210419,0.209410,0.197074,0.195576,0.195509,0.194616,0.189713,0.184346,0.178536,0.178077,0.169152"
train,v5bpair_00688,ozono_anomalo,ozono_anomalo,True,122,"1,660,669,239,692,321,974,201,530,879,191,66","0.437741,0.377071,0.350895,0.265427,0.251819,0.246977,0.243135,0.234345,0.230839,0.228949,0.227968,0.227937"
train,v5bpair_00690,vegetacion_densa,vegetacion_densa,True,122,"269,204,524,275,981,229,583,961,463,605,270,612","0.376109,0.323346,0.279985,0.259528,0.255249,0.250430,0.239971,0.221125,0.207932,0.206907,0.205623,0.196200"
train,v5bpair_00691,ozono_anomalo,ozono_anomalo,True,122,"947,660,275,587,477,1,917,76,546,323,706,530","0.289860,0.283455,0.254908,0.254169,0.252896,0.252636,0.246222,0.239442,0.238136,0.236420,0.229100,0.228149"
train,v5bpair_00692,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,603,566,1,692,661,758,887,809,757,220,422","0.278526,0.278035,0.246785,0.215750,0.209592,0.206168,0.204245,0.200573,0.197883,0.193145,0.190882,0.182139"
train,v5bpair_00693,suelo_urbano,suelo_urbano,True,122,"568,26,899,3,4,350,861,379,5,375,397,140","0.646442,0.608795,0.598388,0.555378,0.533092,0.500943,0.494877,0.446641,0.427864,0.427675,0.426829,0.415426"
train,v5bpair_00694,ozono_anomalo,ozono_anomalo,True,122,"692,188,182,444,711,1,909,411,29,3,379,66","0.305008,0.294194,0.288741,0.271907,0.267906,0.266219,0.262399,0.257266,0.256171,0.251005,0.240213,0.240049"
train,v5bpair_00695,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,692,269,432,416,1019,810,379,476,524,552,639","0.261110,0.230371,0.210152,0.190739,0.187673,0.184282,0.180162,0.176741,0.175856,0.161667,0.161134,0.160121"
train,v5bpair_00696,vegetacion_densa,vegetacion_densa,True,122,"612,524,568,650,204,275,655,374,355,837,794,392","0.313369,0.252733,0.248269,0.243862,0.243249,0.232933,0.225735,0.212093,0.204962,0.201045,0.197793,0.196262"
train,v5bpair_00699,suelo_urbano,suelo_urbano,True,122,"190,350,787,4,618,442,657,651,713,759,317,1012","0.303451,0.294900,0.263822,0.259150,0.248948,0.237290,0.234592,0.234025,0.224586,0.224178,0.217422,0.212547"
train,v5bpair_00700,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,429,868,367,591,52,218,350,530,323,896,220","0.251794,0.245217,0.212593,0.195940,0.189736,0.178166,0.177076,0.173273,0.172663,0.166483,0.162314,0.162104"
train,v5bpair_00705,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"429,541,765,37,708,133,622,323,262,505,669,455","0.238087,0.199707,0.169457,0.158008,0.156668,0.155348,0.149770,0.149626,0.146919,0.140949,0.139526,0.139097"
train,v5bpair_00708,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"49,709,758,476,903,998,485,837,554,600,492,566","0.272222,0.263028,0.233909,0.220159,0.214308,0.210324,0.208234,0.202751,0.202399,0.200064,0.182251,0.180671"
train,v5bpair_00709,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"101,600,375,379,127,105,1006,220,758,426,332,711","0.252323,0.215834,0.186106,0.182957,0.181035,0.179570,0.177943,0.176346,0.170418,0.167096,0.161293,0.160513"
train,v5bpair_00710,ozono_anomalo,ozono_anomalo,True,122,"1,432,270,747,974,606,541,669,531,692,98,269","0.270476,0.269851,0.258588,0.241743,0.237922,0.231397,0.222929,0.213341,0.207584,0.203329,0.198177,0.195476"
train,v5bpair_00711,ozono_anomalo,ozono_anomalo,True,122,"606,978,588,1,780,841,836,773,8,692,711,270","0.311010,0.310505,0.282145,0.277957,0.245064,0.234546,0.233335,0.214830,0.214699,0.212544,0.207376,0.205283"
train,v5bpair_00712,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"367,220,323,883,745,630,350,548,37,591,602,317","0.274603,0.256066,0.253147,0.251274,0.243868,0.225868,0.216694,0.212601,0.198755,0.195294,0.190534,0.185536"
train,v5bpair_00713,vegetacion_densa,vegetacion_densa,True,122,"961,215,877,996,148,269,277,534,380,291,654,643","0.347058,0.328188,0.280991,0.271208,0.254251,0.251845,0.223657,0.217807,0.215638,0.215603,0.213419,0.204699"
train,v5bpair_00714,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"541,974,739,704,285,145,49,642,580,80,259,336","0.273804,0.270435,0.257165,0.237546,0.234200,0.222571,0.222081,0.206163,0.203351,0.202143,0.198021,0.195267"
train,v5bpair_00715,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"262,417,618,819,350,787,591,1012,926,815,651,220","0.260773,0.241947,0.227384,0.204918,0.192058,0.187807,0.187328,0.185160,0.157459,0.156821,0.148884,0.148801"
train,v5bpair_00716,suelo_urbano,suelo_urbano,True,122,"3,928,379,568,652,288,26,5,53,442,913,350","0.713514,0.674495,0.625139,0.616499,0.614387,0.586489,0.540721,0.539966,0.510818,0.488030,0.481156,0.468105"
train,v5bpair_00717,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"618,417,819,262,530,591,787,926,669,220,189,350","0.213934,0.202987,0.188681,0.185490,0.173369,0.172548,0.170664,0.168588,0.164154,0.146709,0.145955,0.145820"
train,v5bpair_00718,ozono_anomalo,contaminacion_alta_SO2,False,122,"711,1019,566,1,692,809,603,422,432,909,269,588","0.354996,0.338600,0.323487,0.310931,0.291391,0.261381,0.247314,0.246155,0.244604,0.231913,0.231707,0.225894"
train,v5bpair_00720,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"711,709,692,49,1019,259,510,386,904,704,321,485","0.307379,0.270442,0.267994,0.253212,0.249329,0.241313,0.240844,0.239434,0.233845,0.226528,0.222849,0.222392"
train,v5bpair_00721,suelo_urbano,suelo_urbano,True,122,"568,928,379,288,3,652,899,5,26,956,442,53","0.711127,0.669449,0.648895,0.647640,0.625812,0.577728,0.517178,0.511978,0.506502,0.483407,0.476097,0.472961"
train,v5bpair_00722,suelo_urbano,suelo_urbano,True,122,"265,343,317,3,713,350,411,899,568,5,442,345","0.243865,0.235959,0.219955,0.215008,0.211085,0.192627,0.190869,0.188861,0.188448,0.180245,0.171830,0.162650"
train,v5bpair_00723,vegetacion_densa,vegetacion_densa,True,122,"976,229,961,568,655,650,127,269,374,612,529,654","0.276716,0.232075,0.221749,0.211550,0.211218,0.201193,0.198967,0.195548,0.195323,0.194580,0.192229,0.191362"
train,v5bpair_00724,suelo_urbano,suelo_urbano,True,122,"568,26,379,3,53,442,140,899,4,375,652,350","0.534314,0.515577,0.462493,0.434859,0.423104,0.420245,0.417067,0.400102,0.374466,0.370689,0.365921,0.343850"
train,v5bpair_00725,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"220,262,819,367,913,3,228,417,591,630,745,618","0.221396,0.194828,0.193357,0.191040,0.185163,0.173158,0.173141,0.171763,0.168340,0.161905,0.154873,0.149561"
train,v5bpair_00727,suelo_urbano,suelo_urbano,True,122,"350,618,4,317,713,731,899,787,5,265,411,3","0.299990,0.271910,0.264491,0.237541,0.212991,0.212147,0.206978,0.205274,0.203223,0.200663,0.200186,0.192993"
train,v5bpair_00729,vegetacion_densa,vegetacion_densa,True,122,"127,961,534,162,229,579,169,375,877,1017,251,1006","0.254979,0.240043,0.232727,0.229358,0.223739,0.221651,0.215936,0.209009,0.205560,0.203762,0.194897,0.188282"
train,v5bpair_00730,contaminacion_alta_NO2,contaminacion_alta_NO2,True,122,"669,262,926,323,660,220,417,321,745,282,377,408","0.255073,0.245348,0.235455,0.232973,0.226004,0.224150,0.220931,0.220393,0.214248,0.199195,0.192923,0.188816"
train,v5bpair_00732,vegetacion_densa,vegetacion_densa,True,122,"269,534,655,275,219,650,961,674,605,898,568,583","0.369592,0.343823,0.323025,0.319085,0.316162,0.311083,0.307072,0.303901,0.299278,0.262004,0.255649,0.251180"
train,v5bpair_00733,contaminacion_alta_SO2,contaminacion_alta_SO2,True,122,"692,1019,791,711,1,269,904,14,510,989,167,476","0.347723,0.284277,0.275568,0.273031,0.256730,0.239955,0.229685,0.227405,0.206125,0.200816,0.198182,0.197756"
